1_mean,2_mean,3_mean,4_mean,5_mean,6_mean,7_mean,8_mean,1_std,2_std,3_std,4_std,5_std,6_std,7_std,8_std
0.001415,-0.006641,0.010020,0.001901,-0.002038,-0.006634,-0.022893,-0.015354,0.497899,0.629657,0.617492,0.635220,0.654194,0.657043,0.700917,0.658423
1_mean,2_mean,3_mean,4_mean,5_mean,6_mean,7_mean,8_mean,1_std,2_std,3_std,4_std,5_std,6_std,7_std,8_std
0.001415,-0.006641,0.010020,0.001901,-0.002038,-0.006634,-0.022893,-0.015354,0.497899,0.629657,0.617492,0.635220,0.654194,0.657043,0.700917,0.658423
1_mean,2_mean,3_mean,4_mean,5_mean,6_mean,7_mean,8_mean,1_std,2_std,3_std,4_std,5_std,6_std,7_std,8_std
0.001415,-0.006641,0.010020,0.001901,-0.002038,-0.006634,-0.022893,-0.015354,0.497899,0.629657,0.617492,0.635220,0.654194,0.657043,0.700917,0.658423
1_mean,2_mean,3_mean,4_mean,5_mean,6_mean,7_mean,8_mean,1_std,2_std,3_std,4_std,5_std,6_std,7_std,8_std
0.001415,-0.006641,0.010020,0.001901,-0.002038,-0.006634,-0.022893,-0.015354,0.497899,0.629657,0.617492,0.635220,0.654194,0.657043,0.700917,0.658423
