1_mean,2_mean,3_mean,4_mean,5_mean,6_mean,7_mean,8_mean,1_std,2_std,3_std,4_std,5_std,6_std,7_std,8_std
-0.001212,-0.000459,-0.000268,-0.000574,-0.000170,-0.000588,0.000012,-0.000140,0.022649,0.016592,0.013836,0.018682,0.012745,0.014731,0.004375,0.008799
1_mean,2_mean,3_mean,4_mean,5_mean,6_mean,7_mean,8_mean,1_std,2_std,3_std,4_std,5_std,6_std,7_std,8_std
-0.001212,-0.000459,-0.000268,-0.000574,-0.000170,-0.000588,0.000012,-0.000140,0.022649,0.016592,0.013836,0.018682,0.012745,0.014731,0.004375,0.008799
1_mean,2_mean,3_mean,4_mean,5_mean,6_mean,7_mean,8_mean,1_std,2_std,3_std,4_std,5_std,6_std,7_std,8_std
-0.001212,-0.000459,-0.000268,-0.000574,-0.000170,-0.000588,0.000012,-0.000140,0.022649,0.016592,0.013836,0.018682,0.012745,0.014731,0.004375,0.008799
1_mean,2_mean,3_mean,4_mean,5_mean,6_mean,7_mean,8_mean,1_std,2_std,3_std,4_std,5_std,6_std,7_std,8_std
-0.001212,-0.000459,-0.000268,-0.000574,-0.000170,-0.000588,0.000012,-0.000140,0.022649,0.016592,0.013836,0.018682,0.012745,0.014731,0.004375,0.008799
